,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
gozi_rfc4343,0,0,0,0,0,0,0,0,0,0,0,0,86,128,680,0,1,0,6,0,0,0,0,2,0,0,0,2,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,0,3,1,0,13
kraken_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
kraken_v2,19,0,13,0,0,0,1,38,0,0,107,0,0,0,0,245,412,2,0,0,0,0,6,1,0,0,26,2,1,0,0,0,0,28,0,0,0,0,3,0,0,0,0,0,0,12,0,1,8,0,7
locky,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,9,234,0,0,25,0,85,2,1,0,151,6,18,15,0,24,2,0,219,14,0,0,11,0,0,0,0,0,20,53,0,0,0,0,3
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22
murofet_v1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,904,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,28,0,0,864,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,1,0,5,0,0,0,6,4,0,10,3,0,0,0,1,0,16,64,0,4,8,0,173,1,0,1,170,7,7,5,0,21,0,6,219,121,0,0,8,0,0,0,0,0,6,59,2,0,0,0,4
nymaim,0,0,0,0,0,0,1,0,0,0,0,3,0,3,12,0,0,9,17,0,0,0,0,792,0,23,1,4,1,0,0,0,0,0,1,0,12,0,4,0,2,3,2,0,2,0,5,0,1,0,34
padcrypt,0,0,0,0,0,0,2,0,0,1,0,0,4,0,6,0,0,2,0,0,0,0,2,0,899,1,0,2,0,0,0,5,0,3,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,23,1,0,0,0,0,0,0,0,0
proslikefan,10,0,0,0,0,0,0,2,0,0,49,0,0,0,0,0,15,10,0,0,1,0,10,1,0,1,554,0,106,41,0,2,0,6,1,0,0,0,58,0,0,4,0,0,23,4,0,3,6,0,25
pushdo,1,0,2,0,0,0,0,14,0,0,12,0,0,0,0,0,16,3,1,0,0,0,0,0,0,0,0,838,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,2,2,0,16,11,0,5
pykspa,7,0,0,0,0,0,5,7,0,0,44,0,1,0,0,6,15,0,0,0,0,0,0,0,0,0,84,5,325,160,0,10,4,17,1,0,0,1,53,1,0,8,0,0,142,4,0,4,8,0,20
pykspa_noise,2,0,2,0,0,0,5,9,0,0,40,0,0,0,0,4,23,1,0,0,0,0,0,2,0,1,82,7,343,161,0,11,6,19,0,0,0,0,35,0,0,11,0,0,119,6,0,8,16,0,19
qadars,0,0,6,1,0,0,2,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,7,2,772,0,0,1,0,0,0,119,0,0,0,0,0,0,4,2,8,0,1,0,0
qakbot,3,0,37,0,0,0,37,46,0,32,12,0,0,0,0,3,20,19,0,0,46,0,8,1,1,0,57,1,64,20,0,382,1,19,51,8,0,0,4,0,0,0,0,0,46,13,0,1,0,0,0
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,889,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,30,0,213,0,0,0,7,192,0,0,158,0,4,1,2,1,32,0,0,0,0,0,0,0,1,0,0,16,0,1,0,4,0,202,1,1,0,0,5,0,0,0,0,0,8,29,0,4,6,0,14
ranbyus_v1,0,0,47,0,0,0,37,10,0,4,0,0,0,0,0,2,18,28,0,0,0,0,12,3,0,0,0,6,3,1,0,13,1,25,674,2,0,0,0,0,0,0,0,0,5,41,0,0,0,0,0
ranbyus_v2,0,0,55,0,0,0,4,21,0,76,0,0,0,0,1,1,0,14,0,0,0,0,18,1,1,1,0,0,0,0,0,4,0,35,480,219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rovnix,0,0,0,0,0,0,0,0,0,0,0,42,0,27,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,791,0,0,0,0,0,5,0,0,0,0,0,0,0,0
shiotob,1,0,35,0,15,0,3,10,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,14,4,64,0,0,6,1,0,0,749,0,0,0,0,0,0,15,2,0,1,0,0,0
simda,3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,6,7,0,0,0,0,0,5,0,0,6,1,6,4,0,0,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,1,4,0,27
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,23,1,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,872,0,0,0,0,0,0,0,0,1
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0
tempedreve,35,0,0,0,0,0,0,68,0,0,76,0,0,0,0,0,28,1,0,0,0,0,1,0,0,0,75,1,219,97,0,2,0,22,0,0,0,0,18,0,0,2,0,0,272,3,0,3,1,0,8
tinba,1,0,81,0,0,0,33,95,0,0,11,0,0,1,0,2,17,101,0,0,3,0,50,2,1,2,9,7,54,8,0,5,0,92,56,0,0,0,1,0,0,0,0,0,65,234,0,1,0,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0
vawtrak_v2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,92,0,18
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,872,0,21
zeus-newgoz,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,0
legit,0,0,1,6,0,0,0,1,0,0,6,1,1,6,10,2,4,0,15,0,0,0,0,24,0,10,18,6,0,10,2,0,1,2,0,0,1,20,19,0,0,33,0,0,0,0,0,11,49,0,673
