,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
gozi_luther,0,0,0,0,0,0,0,3,0,0,0,0,774,62,76,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3
gozi_nasa,0,0,0,0,0,0,0,0,0,0,0,0,19,729,157,0,0,0,2,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,15
gozi_rfc4343,1,0,0,0,0,0,0,2,0,0,0,0,29,143,725,0,0,0,6,0,0,0,0,2,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,12
kraken_v1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,771,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kraken_v2,63,0,0,0,0,0,1,4,0,0,124,0,0,0,0,333,196,15,0,0,0,0,69,2,0,0,51,4,1,1,0,0,0,17,10,0,0,0,1,0,0,0,0,0,7,15,0,8,4,0,6
locky,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,4,0,380,0,0,21,0,28,4,0,0,100,3,41,29,0,10,2,0,139,55,0,0,2,0,0,0,0,0,35,31,0,0,0,0,0
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0,0,837,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52
murofet_v1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,918,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,9,0,0,828,0,0,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,3,0,0,0,0,0,8,4,0,12,3,0,0,0,0,0,5,85,0,10,7,0,244,1,0,2,146,4,6,6,0,9,0,4,160,167,0,0,3,0,0,0,1,0,21,20,0,0,0,0,1
nymaim,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,0,1,2,17,0,0,0,0,817,0,12,3,4,1,2,0,0,0,0,0,1,15,0,3,0,4,5,5,0,1,1,6,0,1,0,14
padcrypt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111,59,12,0,1,0,0,0,0,0,0
proslikefan,25,0,0,0,0,0,2,0,0,0,48,0,0,0,0,1,4,24,0,0,0,0,20,0,0,0,499,0,91,77,0,4,0,2,4,0,0,0,35,0,0,6,0,0,61,6,0,7,0,0,16
pushdo,6,0,0,0,0,0,0,1,0,0,17,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,869,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,10,18,0,2
pykspa,23,0,0,0,0,0,1,1,0,0,35,0,1,0,0,4,4,3,0,0,0,0,0,0,0,0,118,9,253,189,0,5,7,5,1,0,0,0,15,0,0,8,0,0,216,1,0,10,3,0,20
pykspa_noise,29,0,0,0,0,0,0,3,0,0,35,0,0,0,0,6,1,4,0,0,0,0,1,0,0,0,97,7,227,234,0,2,7,7,1,0,0,0,14,0,0,10,0,0,199,5,0,14,7,0,22
qadars,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,9,8,737,1,2,0,3,0,0,144,0,1,0,0,0,0,7,2,5,1,1,0,0
qakbot,13,0,13,0,0,0,65,46,0,63,17,0,0,0,0,1,9,29,0,0,35,0,8,0,1,0,24,4,57,33,0,325,11,32,43,8,0,0,0,0,0,0,0,0,85,8,0,2,0,0,0
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,2,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,110,0,49,0,0,0,1,141,0,0,210,0,0,2,2,1,11,0,0,0,0,0,0,0,0,0,0,9,1,1,0,1,0,318,4,2,0,0,0,1,0,0,0,0,4,38,0,14,9,0,3
ranbyus_v1,0,0,19,0,0,0,25,17,0,3,0,0,0,0,0,4,6,28,0,0,0,0,8,7,1,1,0,6,6,6,0,14,0,44,728,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ranbyus_v2,0,0,8,0,0,0,6,28,0,104,0,0,0,1,1,0,2,51,0,0,0,0,9,2,1,0,0,1,0,0,0,1,0,74,25,617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rovnix,0,0,0,0,1,0,0,0,0,0,0,46,0,23,37,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,819,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shiotob,14,0,40,0,6,0,0,5,0,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,9,5,26,9,0,5,4,0,0,759,0,0,1,1,0,0,28,3,0,1,0,0,0
simda,47,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,34,1,134,17,0,0,0,1,0,0,0,0,617,0,0,0,0,0,0,0,0,0,2,0,39
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,34,2,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,889,0,0,0,0,0,0,0,0,0
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,930,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,931,0,0,0,0,0,0,0
tempedreve,99,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,95,97,0,0,0,1,0,0,0,0,3,0,1,2,0,0,494,0,0,5,1,0,1
tinba,41,0,7,0,0,0,30,29,0,0,33,0,0,1,0,3,15,142,0,0,3,0,31,2,3,3,1,5,25,17,0,4,0,114,107,0,0,0,0,1,0,0,0,1,90,220,0,1,2,0,1
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0
vawtrak_v2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,822,61,0,36
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,814,0,37
zeus-newgoz,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,0
legit,0,0,0,0,0,0,0,1,0,0,3,1,2,9,12,1,0,1,5,0,0,0,0,50,0,8,65,9,7,5,4,0,0,1,0,0,0,5,10,0,1,31,1,0,3,0,0,12,23,0,662
