,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
kraken_v2,89,0,19,0,0,0,11,11,0,0,66,0,0,0,0,305,254,13,0,0,0,0,33,0,0,0,47,6,1,2,0,3,1,19,7,0,0,0,6,0,0,0,0,0,4,19,0,2,5,0,9
locky,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,2,3,268,0,2,29,0,53,1,1,0,79,7,10,7,0,49,2,0,73,152,0,0,4,0,0,0,0,0,34,30,0,0,0,0,0
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,2,17,7,0,0,0,900,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
murofet_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,8,0,0,875,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,5,0,3,0,1,0,32,5,0,7,0,0,0,0,0,0,3,112,0,8,9,0,211,4,0,0,119,4,4,6,0,34,0,4,109,186,0,0,1,0,0,0,0,0,13,47,0,0,0,0,5
nymaim,0,0,0,0,0,0,4,0,0,0,0,2,1,10,6,0,0,6,17,0,0,0,1,822,0,17,2,1,0,1,0,0,0,0,0,0,9,0,0,0,3,2,2,0,1,0,3,2,1,0,19
padcrypt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,925,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,15,5,0,2,0,0,0,0,0,0
proslikefan,39,0,1,0,0,0,7,0,0,0,30,0,0,0,0,0,9,67,0,0,1,0,6,0,0,0,502,1,78,42,0,6,0,0,5,0,0,0,25,0,0,5,0,0,72,10,0,3,2,0,21
pushdo,3,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,878,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,15,1,0,1
pykspa,30,0,3,0,0,0,66,0,0,0,22,0,1,0,0,0,12,22,0,0,0,0,0,0,1,0,66,4,181,180,1,53,9,16,9,0,0,2,47,0,0,4,0,0,173,4,0,6,6,0,14
pykspa_noise,26,0,5,0,0,0,47,3,0,0,20,0,0,0,0,1,7,32,0,0,0,0,0,0,0,0,77,4,210,160,0,46,7,23,14,0,0,2,30,0,0,3,0,0,176,0,0,9,15,0,15
qadars,0,0,7,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,826,3,1,2,3,0,0,68,0,0,0,0,0,0,2,1,2,0,0,0,0
qakbot,24,0,15,0,1,0,88,36,0,42,4,0,0,0,0,0,5,35,0,0,48,0,4,0,2,0,22,2,17,30,1,422,7,22,3,14,0,2,2,0,0,0,0,0,75,8,0,1,0,0,0
ramdo,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,186,0,158,0,0,0,5,168,0,0,81,0,2,0,1,0,15,1,0,0,0,0,0,0,4,0,0,10,0,1,0,14,0,204,1,14,0,0,4,1,0,0,0,0,1,48,0,8,1,0,4
ranbyus_v1,0,0,48,0,0,0,108,11,0,14,0,0,0,0,0,3,3,38,0,0,0,0,22,5,2,0,0,2,0,0,0,28,5,26,572,40,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ranbyus_v2,0,0,22,0,0,0,2,52,0,69,0,1,1,1,0,0,0,1,0,0,0,0,23,2,7,0,0,0,0,0,0,9,0,36,0,705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rovnix,0,0,0,0,0,0,0,0,0,0,0,40,5,41,8,0,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,828,0,0,0,0,0,2,0,0,0,0,0,0,0,0
shiotob,10,0,24,0,103,0,0,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,13,113,4,0,4,2,0,0,628,0,0,0,0,0,1,11,3,0,0,0,0,0
simda,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,65,0,0,0,0,0,14,0,0,12,15,9,8,0,0,0,1,0,0,0,0,742,0,0,0,0,0,1,0,1,1,0,0,44
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,930,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,610,8,0,0,1,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,14,4,0,0,0,0,0,0,0,0,0,0,9,851,0,0,6,0,0,0,0,0,8
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,927,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0
tempedreve,174,0,0,0,0,0,1,2,0,0,35,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,3,7,37,127,0,10,0,14,0,0,0,0,9,0,0,1,0,0,475,2,0,4,0,0,0
tinba,2,0,79,0,0,0,137,28,0,0,0,0,0,1,0,4,8,109,0,0,13,0,9,3,2,2,1,7,11,21,0,23,0,85,123,1,0,2,0,0,0,0,0,1,25,233,0,2,0,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,926,0,0,0,0
vawtrak_v2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,845,66,0,15
vawtrak_v3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,183,722,0,7
zeus-newgoz,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0
legit,7,0,2,0,0,0,0,1,0,1,1,0,0,21,7,0,2,2,29,0,0,0,0,23,0,8,27,9,13,2,4,1,0,1,0,0,1,7,7,0,1,26,0,0,2,0,0,22,92,0,613
