,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
kraken_v2,60,0,0,0,0,0,2,31,0,0,67,0,0,0,0,194,437,0,0,0,0,0,3,1,0,0,15,2,1,1,0,0,1,19,6,0,0,0,1,0,0,0,0,0,2,13,0,3,1,0,5
locky,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,1,5,405,0,0,32,0,33,2,0,0,57,3,5,39,0,14,3,0,51,57,0,0,1,0,0,0,0,0,17,41,0,0,0,0,1
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,5,24,8,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,15
murofet_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,859,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,3,0,0,0,0,0,24,6,0,11,1,0,0,0,0,0,13,56,0,7,10,0,430,0,0,1,46,1,1,5,0,17,0,3,97,97,1,0,1,0,0,0,0,0,4,29,0,0,0,0,1
nymaim,1,0,0,0,0,0,0,0,0,0,0,6,0,5,11,0,0,2,19,0,0,0,1,760,0,12,0,1,0,1,0,0,0,0,1,0,17,0,3,0,9,1,0,0,0,0,3,0,1,0,11
padcrypt,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,860,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,9,1,0,0,0,0,0,0,0,0
proslikefan,21,0,0,0,0,0,3,8,0,0,31,0,0,0,0,0,5,45,0,0,0,0,69,0,0,0,414,0,63,95,0,11,0,2,4,0,0,0,28,0,0,2,0,0,38,9,0,3,3,0,11
pushdo,4,0,0,0,0,0,0,3,0,0,2,0,10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,1
pykspa,13,0,0,0,0,0,89,13,0,0,16,0,1,0,0,1,10,7,0,0,0,0,1,0,0,1,51,6,170,302,0,6,8,6,1,0,0,1,18,0,0,3,0,0,110,12,0,3,3,0,13
pykspa_noise,13,0,0,0,0,0,48,18,0,0,21,0,0,1,0,2,2,7,0,0,0,0,0,1,0,0,57,7,176,318,0,6,5,8,4,0,0,0,11,1,1,3,0,0,99,27,0,3,10,0,16
qadars,0,0,4,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,751,0,0,0,1,0,0,82,0,0,0,0,0,0,1,5,3,0,0,0,0
qakbot,15,0,12,0,0,0,96,62,0,47,14,0,0,0,0,0,1,38,0,0,36,0,7,0,1,0,33,3,19,57,0,343,3,13,20,0,1,0,0,0,0,0,0,0,33,11,0,0,0,0,0
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,106,0,65,0,0,0,44,208,0,0,137,0,5,1,3,0,7,0,0,0,0,0,0,0,1,0,3,7,1,2,0,0,0,202,7,5,0,0,4,1,0,0,0,0,2,43,0,6,1,0,4
ranbyus_v1,0,0,11,0,0,0,114,22,0,2,0,0,0,0,0,2,0,6,0,0,0,0,10,3,1,0,0,0,0,0,0,0,3,41,647,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ranbyus_v2,0,0,17,0,0,0,0,47,0,108,0,0,3,0,0,0,0,1,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,43,2,621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rovnix,0,0,0,0,0,0,0,0,0,0,0,15,3,27,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shiotob,5,0,22,1,7,0,12,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,6,18,1,0,3,1,0,0,751,0,0,0,0,0,0,11,1,0,0,0,0,0
simda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,17,0,15,11,0,0,0,0,0,0,0,0,805,0,0,0,0,0,2,1,0,0,1,0,9
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,0,0,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,854,0,0,0,0,0,0,0,0,0
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,864,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0
tempedreve,115,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,3,16,0,0,0,0,0,0,0,1,1,1,81,128,0,0,0,1,0,0,0,0,1,1,0,4,0,0,420,12,0,1,1,0,0
tinba,0,0,2,0,0,0,238,44,0,0,0,0,0,0,0,1,4,40,0,0,2,0,4,1,2,1,0,8,1,6,0,4,0,65,41,0,0,1,0,0,0,0,0,1,0,396,0,0,2,0,1
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0
vawtrak_v2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,27,0,21
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,852,0,4
zeus-newgoz,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0
legit,5,0,0,0,0,0,0,2,0,1,2,0,7,15,7,0,8,0,15,0,0,0,7,33,0,4,26,2,3,13,5,0,0,0,0,0,1,6,9,0,2,18,0,0,1,0,0,7,25,0,641
