,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
gozi_luther,0,0,0,0,0,0,0,2,0,0,0,0,888,17,28,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3
gozi_nasa,0,0,2,0,0,0,0,7,0,0,0,0,81,684,155,0,0,0,5,0,0,0,0,2,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,0,11
gozi_rfc4343,0,0,3,0,0,0,0,0,0,0,0,0,141,184,586,1,1,0,9,0,0,0,0,1,1,0,0,11,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,2,0,7,1,0,12
kraken_v1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,853,74,0,0,0,0,0,0,0,1,0,3,0,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,10,8,0,0,0,0,0
kraken_v2,120,0,4,0,0,0,5,6,0,0,66,0,0,0,0,367,152,2,0,0,0,0,33,0,0,0,97,13,3,5,0,11,1,5,2,0,0,3,3,0,0,0,0,0,17,30,0,5,13,0,3
locky,0,0,0,0,0,0,95,0,0,0,0,1,0,0,0,8,0,33,0,0,65,0,62,0,0,0,186,16,33,8,0,35,4,0,115,139,0,0,19,0,0,0,0,0,53,94,0,0,0,0,0
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,1,35,4,0,0,0,892,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,25
murofet_v1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,942,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,4,0,2,0,0,0,23,7,0,14,2,0,0,0,0,1,4,17,0,3,15,0,135,2,0,1,191,12,7,18,0,17,0,0,95,302,0,0,10,0,0,0,0,0,19,63,1,0,0,0,1
nymaim,0,0,0,0,0,0,0,0,0,0,0,4,2,8,3,0,1,1,20,0,0,0,0,819,0,15,5,9,1,1,0,0,0,0,0,0,4,0,6,0,15,6,5,0,0,3,4,1,5,0,28
padcrypt,0,0,6,0,0,0,1,0,0,1,0,0,3,0,2,1,0,4,0,0,0,0,19,0,905,0,0,3,1,0,0,3,1,1,3,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,312,110,4,0,0,0,0,0,0,0,3
proslikefan,53,0,0,0,0,0,1,0,0,0,20,0,0,0,0,5,8,5,0,0,34,0,26,1,1,0,533,1,91,41,0,0,0,0,0,0,0,0,57,0,0,11,0,0,48,7,0,5,8,0,10
pushdo,1,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,1,0,1,0,0,0,1,5,0,0,1,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,26,0,0
pykspa,40,0,0,0,0,0,6,0,0,0,25,0,1,0,0,19,9,1,0,0,0,0,1,0,0,0,184,18,251,181,0,2,16,0,5,0,0,2,63,0,0,11,0,0,92,10,0,10,12,0,7
pykspa_noise,42,0,1,0,0,0,3,2,0,0,22,0,1,0,0,10,9,1,0,0,0,0,0,0,0,0,173,21,282,171,1,3,20,2,1,0,0,1,51,1,0,14,0,0,82,15,0,12,14,0,11
qadars,1,0,3,2,1,0,1,1,0,0,2,0,0,0,0,4,3,0,0,0,0,0,1,0,0,1,3,3,3,8,806,0,1,0,0,0,0,98,0,0,0,0,0,0,7,6,10,0,0,0,1
qakbot,21,0,18,0,1,0,35,69,0,112,7,0,0,0,0,4,12,5,0,2,97,0,6,0,2,0,44,10,52,28,0,249,12,7,15,64,0,2,6,0,0,0,0,0,60,25,0,0,1,0,0
ramdo,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,945,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,188,0,135,0,0,0,0,237,0,0,99,0,1,0,1,8,27,0,0,0,0,0,0,0,2,0,0,51,1,0,0,2,0,45,0,32,0,6,1,0,0,0,0,0,8,89,0,16,13,0,4
ranbyus_v1,0,0,21,0,0,0,46,34,0,39,0,0,0,0,0,13,6,8,0,0,0,0,126,4,1,0,9,27,1,1,0,41,5,12,403,46,0,2,1,0,0,0,0,0,5,115,0,0,0,0,0
ranbyus_v2,0,0,25,0,0,0,8,58,0,113,0,0,1,0,0,2,0,2,0,0,0,0,28,2,3,0,0,7,0,0,0,5,2,7,84,595,0,2,0,1,0,0,2,0,0,19,0,0,0,0,0
rovnix,0,0,0,0,1,0,0,0,0,0,0,105,2,31,122,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,3,0,20,0,0,0,0,0,0,0,0
shiotob,21,0,34,1,111,0,0,3,0,8,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,4,9,34,211,2,0,2,3,3,0,471,0,0,0,0,0,1,4,14,0,3,0,0,0
simda,59,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,5,5,0,0,0,0,1,4,0,0,3,4,14,3,0,0,0,0,1,0,0,0,772,0,0,0,0,0,0,3,0,3,22,0,37
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,50,0,0,0,0,0,0,0,0,1
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,891,0,0,0,0,0,0,0,0,21
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,949,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,0,0
tempedreve,118,0,0,0,0,0,1,0,0,0,78,0,0,0,0,7,6,0,0,0,0,0,0,0,1,1,158,16,185,142,0,0,0,0,0,0,0,1,32,1,0,3,0,0,197,5,0,6,5,0,3
tinba,71,0,15,0,0,0,56,63,0,1,58,0,1,0,0,5,12,21,0,0,41,0,74,1,3,0,49,15,12,60,0,11,0,27,77,1,0,2,2,1,0,0,0,1,38,244,0,1,1,0,2
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,962,0,0,0,0
vawtrak_v2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,688,207,0,42
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,196,715,0,30
zeus-newgoz,0,0,1,0,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,0
legit,6,0,0,1,0,0,0,0,0,0,1,0,10,13,4,2,2,0,15,0,0,0,0,27,0,2,30,20,12,3,7,0,1,2,0,0,0,1,27,0,4,37,0,0,0,2,0,60,99,0,578
