,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
gozi_rfc4343,1,0,0,0,0,0,0,2,0,0,0,0,88,125,724,0,0,0,6,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,0,1,4,0,4
kraken_v1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,820,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,1
kraken_v2,88,0,4,0,0,0,1,13,0,0,91,0,0,0,0,402,99,20,0,0,0,0,4,0,0,0,134,8,0,3,0,0,4,25,9,0,0,0,1,0,0,0,0,0,15,16,0,0,20,0,9
locky,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,5,14,127,0,2,48,0,101,2,3,0,150,37,0,10,0,20,9,0,168,85,0,0,11,0,0,0,0,0,89,15,0,0,0,0,1
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,7,17,37,0,0,0,890,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,10
murofet_v1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,942,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,925,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,4,0,2,0,0,0,36,2,0,12,5,1,0,0,0,3,7,70,0,25,14,0,168,2,1,0,211,27,4,12,0,7,2,11,133,149,0,0,3,0,0,0,1,0,28,21,0,0,0,0,5
nymaim,0,0,0,0,0,0,0,0,0,0,0,26,1,4,11,0,0,1,19,0,0,0,1,787,0,10,5,8,0,2,0,0,0,0,0,0,13,0,1,0,26,5,5,0,2,0,7,0,8,0,24
padcrypt,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,955,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,111,6,0,1,0,0,0,0,0,0
proslikefan,32,0,0,0,0,0,7,0,0,0,45,0,0,0,0,1,21,25,0,0,10,0,1,0,0,0,509,1,5,80,0,1,1,1,2,0,0,0,42,0,0,8,0,0,132,6,0,1,21,0,14
pushdo,15,0,0,0,0,0,0,1,0,0,2,0,1,5,1,0,1,0,0,0,0,0,0,0,1,0,0,864,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,22,44,0,2
pykspa,45,0,2,0,0,0,16,1,0,1,21,0,0,1,0,4,16,8,0,0,0,0,2,2,1,0,37,9,23,173,0,31,16,9,2,0,0,0,101,0,0,17,0,0,392,1,0,6,19,0,10
pykspa_noise,40,0,1,0,0,0,15,0,0,2,28,0,0,0,0,3,12,5,0,0,0,0,2,0,0,0,39,11,31,202,0,22,17,13,1,0,0,0,77,0,0,18,0,0,381,0,0,8,26,0,12
qadars,0,0,4,4,69,0,0,1,0,1,0,0,0,1,0,4,1,0,0,0,0,0,1,0,0,1,0,2,1,7,631,2,4,4,0,0,0,201,0,0,0,1,0,0,12,0,13,0,1,0,0
qakbot,17,0,27,0,0,0,62,60,0,74,18,1,0,0,0,5,9,7,0,84,106,0,43,0,3,0,27,4,7,22,0,155,16,27,14,40,0,0,5,0,0,0,0,0,131,1,0,0,1,0,0
ramdo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,958,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ramnit,153,0,152,0,0,0,2,143,0,0,154,0,8,3,1,4,5,0,0,0,0,0,1,0,3,0,0,25,1,1,0,0,0,265,0,2,0,0,1,0,0,0,0,0,0,7,0,9,23,0,3
ranbyus_v1,0,0,36,0,0,0,56,16,0,58,0,0,1,0,0,13,3,22,0,0,0,0,117,2,2,0,1,18,0,0,0,19,17,38,452,66,0,0,0,0,0,0,0,0,15,14,0,0,0,0,0
ranbyus_v2,0,0,31,0,0,0,38,39,0,93,0,4,2,0,1,1,0,8,0,1,1,0,162,1,6,0,0,9,0,2,0,2,3,44,92,419,0,2,0,0,0,0,3,1,0,1,0,0,0,0,0
rovnix,0,0,0,0,0,0,0,0,0,0,0,104,3,46,64,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,724,0,0,0,5,0,9,0,0,0,0,0,0,1,0
shiotob,12,0,65,2,126,0,0,3,0,9,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,37,4,0,5,1,1,0,627,0,0,1,4,0,1,29,0,0,0,2,0,0
simda,83,0,0,0,0,0,1,0,0,0,34,2,0,0,0,0,3,8,0,0,0,0,3,8,0,0,45,43,0,5,0,0,0,0,3,0,0,0,618,0,0,0,0,0,11,0,1,3,27,0,68
sisron,3,0,5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6,0,2,0,0,0,0,0,0,0,942,0,0,0,0,1,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,45,3,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,887,0,0,7,0,0,0,0,0,0
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,956,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,0,0
tempedreve,123,0,0,0,0,0,4,0,0,0,106,0,0,0,0,0,10,1,0,0,0,0,0,1,0,0,9,6,12,90,0,3,0,4,0,0,0,0,23,1,0,4,0,0,560,0,0,2,7,0,0
tinba,40,0,63,0,0,0,37,46,0,4,29,0,0,0,2,8,12,87,0,0,39,0,17,3,1,1,8,18,8,14,0,30,2,147,163,5,0,1,0,0,0,0,0,1,98,78,0,0,2,0,2
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0
vawtrak_v2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,446,0,0
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,915,0,2
zeus-newgoz,0,0,0,0,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,946,0
legit,16,0,1,2,0,0,0,0,0,1,1,3,9,15,16,1,0,0,26,0,0,0,0,16,0,1,31,5,1,10,4,0,1,1,0,0,0,7,11,0,2,46,1,0,2,0,0,7,230,0,499
