,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
gozi_nasa,0,0,1,0,0,0,0,3,0,0,1,0,20,658,253,0,0,0,5,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17
gozi_rfc4343,0,0,6,0,0,0,0,3,0,0,0,0,30,225,653,0,0,0,20,0,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,17
kraken_v1,0,0,2,0,0,0,3,7,0,0,0,0,0,3,2,654,253,1,0,0,0,0,0,1,1,0,5,0,0,12,0,2,0,0,10,0,0,1,1,0,0,0,0,0,1,2,0,0,4,0,1
kraken_v2,68,0,6,0,0,0,1,26,0,0,113,1,0,0,0,185,322,8,0,0,0,0,24,0,4,0,87,4,0,5,0,2,4,18,14,0,0,0,8,0,0,0,0,0,10,41,0,6,3,0,6
locky,0,0,0,0,0,0,22,0,0,1,0,4,0,0,0,2,19,131,0,2,78,0,121,6,3,0,128,12,3,7,0,9,3,0,135,177,1,0,20,0,0,0,0,0,34,46,1,0,0,0,1
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,2,33,43,0,0,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
murofet_v1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,957,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,3,0,4,0,0,0,1,4,0,15,5,2,0,0,0,0,7,32,0,37,11,0,171,5,2,0,163,7,1,9,0,31,0,4,111,258,0,0,17,0,0,0,0,0,6,59,1,0,0,0,0
nymaim,0,0,0,0,0,0,0,0,0,0,0,28,3,7,7,0,1,1,22,0,0,0,2,769,1,20,5,4,0,1,0,0,0,0,2,0,47,0,7,0,11,2,11,0,0,0,3,0,2,0,10
padcrypt,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,952,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,42,15,0,0,0,0,0,0,0,0
proslikefan,26,0,0,0,0,0,3,0,0,0,52,0,0,0,0,2,21,12,0,0,34,0,29,2,1,1,456,0,6,112,1,1,0,1,17,0,0,0,73,0,0,14,0,0,67,18,0,5,1,0,11
pushdo,29,0,0,0,0,0,0,10,0,0,16,0,8,7,10,0,2,2,0,0,0,0,3,3,1,0,0,800,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,2,6,0,17,33,0,7
pykspa,44,0,0,0,0,0,44,10,0,3,28,0,0,0,0,5,20,2,0,0,0,0,7,0,2,0,56,7,25,291,0,16,19,2,20,1,0,0,100,0,0,33,0,0,201,9,0,11,4,0,6
pykspa_noise,41,0,0,0,0,0,32,9,0,1,37,0,0,0,0,3,29,1,0,0,0,0,3,1,1,3,34,7,24,331,0,12,14,2,17,0,0,0,73,1,1,34,0,0,203,18,0,17,10,0,7
qadars,1,0,2,2,22,0,5,4,0,0,1,0,0,1,0,2,3,1,0,0,0,0,0,0,0,1,0,0,4,9,679,4,4,3,2,0,0,194,0,0,0,2,0,0,1,8,11,0,0,0,0
qakbot,12,0,65,0,0,0,33,18,0,81,18,1,0,1,0,5,22,13,0,19,87,0,4,1,5,0,33,1,7,44,0,247,10,26,39,87,1,1,6,0,0,3,0,0,53,20,0,2,1,0,0
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,960,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,133,0,231,0,0,0,1,120,0,0,169,0,2,5,1,3,5,0,0,0,0,0,0,0,2,0,0,12,0,0,0,1,0,208,0,8,0,1,0,0,0,0,0,0,3,26,0,18,7,0,10
ranbyus_v1,0,0,29,0,0,0,26,16,0,72,0,3,0,0,0,6,5,11,0,0,0,0,181,2,4,0,0,6,0,0,0,2,5,45,464,65,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0
ranbyus_v2,0,0,77,0,0,0,2,9,0,120,0,1,0,0,2,0,0,0,0,0,0,0,45,0,8,0,0,2,0,0,0,0,3,26,23,645,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
rovnix,0,0,0,0,0,0,0,0,0,0,0,29,1,30,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,0,0,0,0,0,13,0,0,0,0,0,0,0,0
shiotob,14,0,41,1,148,0,10,13,0,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,8,31,43,1,0,16,1,1,0,573,0,1,0,2,0,0,4,4,0,2,1,0,4
simda,65,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,2,4,0,0,0,0,14,14,0,0,9,9,0,6,0,0,0,0,0,0,0,0,745,0,0,0,0,0,1,3,1,10,2,0,33
sisron,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,7,0,0,0,0,0,939,0,0,0,0,4,5,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,17,10,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,874,11,0,0,0,0,0,0,0,0
suppobox_3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,959,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,956,0,0,0,0,0,0,0
tempedreve,75,0,0,0,0,0,5,0,0,0,151,0,0,0,0,7,36,7,0,0,0,0,3,2,0,1,55,2,15,223,0,3,0,1,4,0,0,2,36,0,1,14,0,0,295,21,0,3,2,0,2
tinba,17,0,1,0,0,0,28,126,0,3,38,0,0,0,1,6,12,87,0,0,49,0,102,2,11,1,1,4,15,38,0,6,1,117,117,0,0,3,2,0,1,1,0,2,24,146,0,2,2,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,962,0,0,0,0
vawtrak_v2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,118,0,47
vawtrak_v3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,588,0,43
zeus-newgoz,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,0
legit,6,0,0,0,0,0,0,1,0,1,4,2,1,11,9,0,0,0,24,0,0,0,0,45,0,8,60,3,1,5,6,0,0,1,0,0,4,4,35,0,1,48,1,0,1,0,0,25,41,0,618
