,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
kraken_v2,175,0,0,0,0,0,0,6,0,0,52,1,0,0,0,248,189,36,0,0,4,0,0,1,1,0,133,9,30,20,0,0,16,12,2,0,0,1,5,3,0,0,0,0,0,1,8,21,5,0,4
locky,5,0,2,0,1,0,15,2,0,11,1,0,0,0,0,4,8,252,0,4,185,0,5,3,3,0,140,16,46,64,10,0,17,0,45,103,0,1,21,0,0,0,0,0,2,1,14,0,2,0,0
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2
murofet_v1,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,946,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,20,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0
murofet_v2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,16,0,4,0,1,1,8,11,0,40,9,2,0,0,0,2,11,146,0,22,94,0,12,0,8,0,206,32,16,36,9,0,9,3,49,195,0,1,9,5,1,1,0,0,1,2,13,0,1,0,7
nymaim,0,0,0,0,0,0,0,0,0,0,0,24,3,7,0,0,0,1,33,0,1,0,0,746,2,20,6,2,0,0,0,0,0,0,0,2,66,0,7,0,18,8,16,0,0,1,4,3,1,0,12
padcrypt,0,0,0,0,1,1,0,3,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,959,0,0,1,0,0,7,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,73,8,0,0,0,0,0,0,0,0
proslikefan,64,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,7,20,0,0,75,0,0,2,0,2,355,5,70,228,2,0,2,0,0,0,2,0,73,4,3,10,1,0,5,0,5,30,2,0,5
pushdo,50,0,0,0,0,0,0,0,0,0,66,1,14,0,0,0,3,46,3,0,7,0,3,23,2,0,14,628,8,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,2,63,40,0,2
pykspa,54,0,0,0,0,0,0,0,0,41,23,0,0,0,0,5,6,5,0,0,1,0,0,1,0,3,40,3,130,409,3,0,37,1,0,0,0,0,102,2,0,32,0,1,31,0,2,41,6,0,4
pykspa_noise,59,0,0,0,0,0,0,0,0,45,24,0,0,0,0,2,7,6,0,0,1,0,0,1,0,2,30,4,121,433,1,0,37,1,0,0,0,0,84,5,3,35,1,1,25,0,1,48,4,0,2
qadars,8,0,0,6,1,0,0,0,0,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,3,2,885,0,14,0,0,0,0,29,0,4,3,0,0,0,5,0,11,2,1,0,0
qakbot,35,0,11,0,4,2,4,78,0,154,8,0,0,0,0,10,12,18,0,130,176,0,0,0,10,0,21,8,47,78,8,0,40,11,16,48,0,1,18,12,0,1,0,0,17,0,2,3,0,0,0
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,971,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ramnit,336,0,48,0,0,0,1,270,0,0,126,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,20,0,0,0,0,1,108,0,0,0,2,2,4,0,0,0,0,0,0,0,50,6,0,1
ranbyus_v1,17,0,14,0,0,0,26,28,0,81,7,0,0,0,0,9,3,299,0,0,56,0,22,4,4,1,8,25,8,5,12,0,25,40,219,58,0,1,1,2,0,0,0,0,2,5,1,0,0,0,0
ranbyus_v2,0,0,23,0,1,0,7,95,0,159,1,2,0,0,1,6,0,28,0,0,118,0,1,0,11,0,0,1,0,0,11,0,15,12,37,446,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0
rovnix,0,0,0,0,0,0,0,0,0,0,0,50,26,21,68,0,0,0,3,0,0,0,0,12,3,1,0,0,0,0,0,0,0,0,0,0,691,0,0,0,1,0,106,0,0,0,0,0,0,1,0
shiotob,55,0,2,1,23,0,0,10,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,24,616,0,0,9,0,0,0,173,0,1,3,2,0,1,7,0,0,4,1,0,0
simda,59,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,1,6,0,0,0,0,0,30,0,0,47,28,42,34,0,0,1,0,0,0,0,0,598,0,0,0,0,0,0,0,2,91,0,0,16
sisron,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,64,11,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,2,0,0,0,0,0,0,0,0,0,0,77,705,0,0,0,0,0,0,0,0,3
suppobox_3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,970,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,981,0,0,0,0,0,0,0
tempedreve,182,0,0,0,0,0,0,0,0,10,47,0,0,0,0,7,19,11,0,0,1,0,0,0,0,3,84,10,124,356,3,0,2,1,1,0,0,0,51,4,6,12,1,1,28,0,7,10,2,0,0
tinba,246,0,0,0,0,0,4,1,0,70,68,0,1,0,0,6,14,243,0,0,79,0,10,0,3,1,38,24,16,35,9,0,0,44,25,3,0,1,4,3,1,1,0,3,17,2,4,2,5,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,979,0,0,0,0
vawtrak_v2,8,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,60,0,1
vawtrak_v3,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,317,0,2
zeus-newgoz,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,964,0
legit,7,0,0,1,0,0,0,0,0,1,2,0,9,18,5,0,0,0,55,0,0,0,0,50,0,8,26,7,1,7,8,0,1,0,0,0,3,6,32,0,10,40,0,0,0,0,0,352,35,0,299
